


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
ScoreBig,3,http://www.scorebig.com,"ScoreBig enables consumers to purchase tickets for live sports, concert and theater events - at guaranteed savings of up to 60 percent. ScoreBig.com customers pick their own price on seats from the floor to the rafters, always pay less than box office price, and never pay any fees. For its partners, ScoreBig.com is an opaque sales channel to move unsold ticket inventory in a way that protects the ticket owner's brand and full-price sales.","Series A",2010-07-06,5,"Bain Capital Ventures","Bain Capital Ventures;Checketts Partners Investment Fund;Hearst Ventures;Horizon Technology Finance Management;Undisclosed Investors;US Venture Partners",70.25,Internet,eCommerce,"Events & Ticketing","United States",California,"Los Angeles"
SeatGeek,34,http://www.seatgeek.com,"SeatGeek is a ticket search site which aggregates the web's sports (MLB, NHL, NFL, and NBA), concert, and theater ticket listings into a single place and overlays those tickets on interactive seating charts. SeatGeek has developed Deal Score technology to identify which tickets for an event are the best bargains. The company also provides analytics about sports and concert tickets sold on the secondary market. As a feature for power users interested in optimally timing ticket buying, the company uses proprietary algorithms to forecast how ticket prices will move over time, enabling users to buy when prices are lowest.","Series A",2010-07-06,1,"Allen Levinson;Arie Abecassis;Brainchild Holdings;Founder Collective;Mark Wachen;NYC Seed;PKS Capital;Stage One Capital;Sunil Hirani;Thomas Lehrman","A-Grade;Accel;Allen Levinson;Arie Abecassis;Ashton Kutcher;Brainchild Holdings;Causeway Media Partners;DreamIt Ventures;Eli Manning;Founder Collective;Glynn Capital Management;Lerer Hippeau Ventures;Mark Wachen;Melo7 Tech Partners;Mike Dunleavy Jr.;Mousse Partners;NYC Seed;Peter Lehrman;Peyton Manning;PKS Capital;QueensBridge Venture Partners;Red Swan Ventures;Rob Glaser;Shane Battier;Stage 1 Ventures;Stage One Capital;Stanford University;Sunil Hirani;Teamworthy Ventures;Technology Crossover Ventures;Thomas Lehrman",160.15,Internet,eCommerce,"Events & Ticketing","United States","New York","New York"
"Compass Labs",,http://www.compasslabs.com,"Compass Labs is a social e-commerce ad network that provides targeted advertising on social networks like Twitter and Facebook. The company's platform, CLIQ, allows brands to serve targeted social media ad campaigns.","Series A",2010-07-05,5,"Jim Clark;Kalaari Capital;Mike Ramsay;New Enterprise Associates;TriplePoint Capital","Dead;Jim Clark;Kalaari Capital;Mike Ramsay;New Enterprise Associates;Presidio Ventures;TechCrunch Disrupt;TriplePoint Capital",12,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"San Jose"
Triggit,16,http://www.triggit.com,"Triggit enables advertisers and agencies to build, run, measure, and optimize retargeting-driven display campaigns from a single platform. Triggit offers a full featured ad management web app. In addition to Facebook retargeting, users can also retarget from anywhere else on the web.","Series A",2010-06-29,4.2,"Foundry Group;Spark Capital","Alex Zhardanovsky;Asher Waldfogel;Bay Partners;Ben Narasin;Brett Crosby;Charles Sprincin;DG Incubation;Eric Stein;Foundry Group;Gravity4;Joe Spieser;North Atlantic Capital;Reid Hoffman;Scott Crosby;Spark Capital;TenOneTen Ventures;TriplePoint Capital",18.1,Internet,"Internet Software & Services","Advertising Network or Exchange","United States",California,"San Francisco"
Consert,29,http://www.consert.com,"Consert is engaged in in the design and implementation of intelligent distributed energy resource management systems. Delivering a complete energy management and conservation ecosystem, Consert aims to demonstrate that intelligent energy management provides the most reliable, flexible and economical source of green energy.     Consert's software-as-a-service system aims to empower consumers to monitor and reduce their energy consumption helping them to save money and the environment, while granting utilities permission to adjust consumer loads and obtain real-time data. This data collection, per Consert, helps utilities improve reliability, add valuable new services and reduce capacity constraints and operating costs to preserve and enhance cash flow.    In February 2013, Consert was acquired by Toshiba. The valuation of Consert was undisclosed. Other terms of the deal were not released.","Series A",2010-06-29,17.7,"Constellation Energy Group;GE Energy Financial Services;Qualcomm Ventures;Verizon Ventures","Cherokee Investment Partners;Constellation Energy Group;GE Energy Financial Services;Oak Hill Venture Partners;Qualcomm Ventures;Toshiba;Verizon Ventures",33.05,Internet,"Internet Software & Services",Green/Environmental,"United States",Texas,"San Antonio"
Kontagent,,http://www.kontagent.com,"Kontagent is a user analytics platform for developers, marketers, product managers and strategic partners across the social and mobile Web. The company's platform kSuite provides deep social data pattern visualization and analysis that delivers actionable insights via an on-demand service.","Series A",2010-06-29,4.5,"Altos Ventures;Larry Braitman;Maverick Capital","Altos Ventures;Auren Hoffman;Battery Ventures;Benjamin Sun;Extreme Venture Partners;Facebook fbFund;GGV Capital;Greg Thomson;James Hong;Jameson Hsu;Larry Braitman;Maverick Capital;Mike Sego;Naval Ravikant;Upsight",23.04,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"San Francisco"
Nimbula,1,http://www.nimbula.com,"Nimbula delivers a new class of cloud computing software, enabling enterprises and service providers to build highly scalable, reliable and easy to use private, public or hybrid clouds. Nimbula was founded by the team that built Amazon EC2.  In March 2013, Nimbula was acquired by Oracle. The valuation of Nimbula was undisclosed. Other terms of the deal were not released.","Series A",2010-06-24,5.75,"Accel;Sequoia Capital;VMware","Accel;Oracle;Sequoia Capital;VMware",20.75,Internet,"Internet Software & Services","Data Storage","United States",California,"Mountain View"
"Main Street Connect",1,http://www.mainstreetconnect.us,"Main Street Connect is dedicated to producing local news and information, and sharing the voices of readers with the community at large.","Series A",2010-06-24,3.97,"Undisclosed Venture Investors","Undisclosed Venture Investors",10.97,Internet,"Internet Software & Services","News & Discussion","United States",Connecticut,Norwalk
etouches,76,http://www.etouches.com,"etouches is a global provider of cloud event management software and sourcing solutions. etouches' end-to-end platform provides event management and venue sourcing solutions to a broad set of customers worldwide in all major verticals, addressing a wide range of event management and data needs and complexities.","Series A",2010-06-24,2.5,"Cava Capital;Connecticut Innovations;Greycroft Partners","Cava Capital;Connecticut Innovations;Greycroft Partners;HGGC;Level Equity;Undisclosed Investors",56.75,Internet,"Internet Software & Services","Collaboration & Project Management","United States",Connecticut,Norwalk
"Zift Solutions",53,http://www.ziftsolutions.com,"Zift Solutions increases channel sales and boosts marketing impact with a technology platform, a complete channel marketing success framework and global customer care. Channel driven organizations around the world leverage Zift Solutions' cloud-based platform to automate co-branded marketing, empower collaborative selling and measure results with powerful analytics.","Series A",2010-06-24,0.5,"Southern Capitol Ventures","Arrowroot Capital;Contender Capital;Kinetic Ventures;Southern Capitol Ventures;SSM Partners;Teakwood Capital;Undisclosed Investors",20.88,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New Jersey","Jersey City"
Trip.com,18,http://www.trip.com,"Gogobot, dba Trip.com, is the go-to place for places to go, providing the inside scoop on where to eat, play and sleep for any adventure. Gogobot Tribes save time by recommending where to go based on personality profiles. Whether out on the town for a night of fun, or on a trip that's strictly business, Gogobot makes it easy to discover unique, authentic experiences. The world leader in personalized local discovery, Gogobot is one of largest providers of travel reviews online. Gogobot has more than 775,000 reviews, 4 million photos, and 60,000 city guides and can save you 25 percent or more on accommodations.","Series A",2010-06-23,4,"Battery Ventures;Innovation Endeavors;Keith Rabois;Oren Zeev","Battery Ventures;Ctrip;HomeAway;Innovation Endeavors;Keith Rabois;Oren Zeev;Redpoint Ventures;Tuesday Capital",39,Internet,"Internet Software & Services",Travel,"United States",California,"Palo Alto"
